Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780120678,500,,Aggregated,34.100000,5.600000,12000,13000,14000,15000,29000,29000,30000,33000,46000,55000,55000,3610,518,12000,13013.873860884103,220.2598749427125,54782.850999967195,2727.413296398892
1780120679,500,,Aggregated,35.300000,5.600000,12000,13000,14000,15000,29000,29000,30000,33000,46000,55000,55000,3647,535,12000,13056.276569578204,220.2598749427125,54782.850999967195,2706.3696188648205
1780120680,500,,Aggregated,37.500000,8.800000,12000,13000,14000,15000,29000,29000,30000,33000,46000,55000,55000,3676,543,12000,13072.275281669083,220.2598749427125,54782.850999967195,2702.9406964091404
1780120681,500,,Aggregated,39.200000,12.700000,12000,13000,14000,15000,29000,29000,30000,33000,46000,55000,55000,3705,548,12000,13076.592592644909,220.2598749427125,54782.850999967195,2699.327665317139
1780120682,500,,Aggregated,41.400000,13.900000,12000,13000,14000,15000,29000,29000,30000,33000,46000,55000,55000,3719,554,12000,13096.468283274184,220.2598749427125,54782.850999967195,2695.1919870933048
1780120683,500,,Aggregated,38.800000,14.300000,12000,13000,14000,15000,29000,29000,30000,33000,46000,55000,55000,3736,558,12000,13108.58781364802,220.2598749427125,54782.850999967195,2691.767130620985
1780120684,500,,Aggregated,37.800000,14.700000,12000,13000,14000,15000,29000,29000,30000,33000,46000,55000,55000,3778,563,12000,13118.367335450275,220.2598749427125,54782.850999967195,2687.90021175225
1780120685,500,,Aggregated,34.900000,13.500000,12000,13000,14000,15000,29000,29000,30000,33000,46000,55000,55000,3820,565,12000,13112.448289212445,220.2598749427125,54782.850999967195,2697.835340314136
1780120686,500,,Aggregated,32.300000,13.600000,12000,13000,14000,15000,29000,29000,30000,33000,46000,55000,55000,3850,567,12000,13113.427295248961,220.2598749427125,54782.850999967195,2707.194805194805
1780120687,500,,Aggregated,34.700000,13.500000,12000,13000,14000,15000,29000,29000,30000,33000,46000,55000,55000,3877,570,12000,13124.88247665707,220.2598749427125,54782.850999967195,2705.4150116069127
1780120688,500,,Aggregated,33.700000,12.000000,12000,13000,14000,15000,29000,29000,30000,33000,46000,55000,55000,3904,572,12000,13116.364953839748,220.2598749427125,54782.850999967195,2708.9705430327867
1780120689,500,,Aggregated,33.200000,11.900000,12000,13000,14000,15000,29000,29000,30000,33000,46000,55000,55000,3932,575,12000,13122.886412734986,220.2598749427125,54782.850999967195,2709.1230925737536
1780120690,500,,Aggregated,31.800000,8.300000,12000,13000,14000,15000,29000,29000,29000,33000,46000,55000,55000,3960,582,12000,13143.857589930538,220.2598749427125,54782.850999967195,2706.6997474747473
1780120691,500,,Aggregated,29.400000,4.600000,12000,13000,14000,15000,29000,29000,29000,33000,46000,55000,55000,3993,592,12000,13181.514665476521,220.2598749427125,54782.850999967195,2713.5063861758076
